position,velocity,density,energy,pressure
-0.600556, -0.033403, 0.540425, 2.499837, 0.540396 
-0.598995, -0.052764, 0.608785, 2.499405, 0.608668 
-0.597268, -0.062171, 0.677026, 2.499036, 0.676817 
-0.595423, -0.064252, 0.741161, 2.498851, 0.740889 
-0.593486, -0.060591, 0.798370, 2.498876, 0.798084 
-0.591472, -0.052092, 0.846949, 2.499097, 0.846706 
-0.589390, -0.039225, 0.886274, 2.499471, 0.886125 
-0.587244, -0.022354, 0.916793, 2.499927, 0.916771 
-0.585100, -0.005766, 0.939643, 2.500295, 0.939731 
-0.583005, 0.007718, 0.956976, 2.500525, 0.957136 
-0.580953, 0.018507, 0.970711, 2.500661, 0.970916 
-0.578940, 0.026883, 0.981945, 2.500735, 0.982177 
-0.576961, 0.033057, 0.991230, 2.500771, 0.991476 
-0.575019, 0.037045, 0.998736, 2.500785, 0.998988 
-0.573103, 0.039365, 1.004403, 2.500792, 1.004658 
-0.571614, 0.015789, 1.007608, 2.500651, 1.007819 
-0.570069, -0.004471, 1.009239, 2.500301, 1.009336 
-0.568446, -0.020016, 1.009153, 2.499887, 1.009117 
-0.566739, -0.030416, 1.007388, 2.499528, 1.007237 
-0.564899, -0.032072, 1.004166, 2.499392, 1.003969 
-0.563000, -0.030657, 1.000080, 2.499404, 0.999889 
-0.561032, -0.024699, 0.995869, 2.499564, 0.995728 
-0.558980, -0.013604, 0.992373, 2.499845, 0.992321 
-0.556909, -0.001632, 0.990488, 2.500096, 0.990517 
-0.554865, 0.008666, 0.990639, 2.500259, 0.990721 
-0.552847, 0.017276, 0.992687, 2.500357, 0.992801 
-0.550857, 0.024204, 0.996141, 2.500410, 0.996273 
-0.548893, 0.029470, 1.000320, 2.500435, 1.000461 
-0.546957, 0.032940, 1.004463, 2.500447, 1.004608 
-0.545044, 0.035126, 1.007832, 2.500452, 1.007979 
-0.543562, 0.011017, 1.009600, 2.500312, 1.009702 
-0.541987, -0.007410, 1.010112, 2.500010, 1.010116 
-0.540334, -0.020972, 1.009170, 2.499680, 1.009067 
-0.538599, -0.029559, 1.006810, 2.499417, 1.006623 
-0.536742, -0.030538, 1.003238, 2.499369, 1.003033 
-0.534869, -0.030530, 0.999095, 2.499373, 0.998894 
-0.532910, -0.024796, 0.994958, 2.499542, 0.994810 
-0.530854, -0.013375, 0.991620, 2.499842, 0.991567 
-0.528782, -0.001402, 0.989950, 2.500098, 0.989980 
-0.526738, 0.008855, 0.990314, 2.500261, 0.990396 
-0.524721, 0.017408, 0.992531, 2.500358, 0.992646 
-0.522730, 0.024284, 0.996099, 2.500410, 0.996231 
-0.520770, 0.029254, 1.000336, 2.500437, 1.000477 
-0.518833, 0.032825, 1.004506, 2.500448, 1.004651 
-0.516922, 0.034909, 1.007874, 2.500451, 1.008021 
-0.515439, 0.010684, 1.009633, 2.500312, 1.009734 
-0.513866, -0.007842, 1.010125, 2.500006, 1.010128 
-0.512212, -0.021384, 1.009160, 2.499672, 1.009056 
-0.510477, -0.029848, 1.006780, 2.499409, 1.006591 
-0.508617, -0.030601, 1.003195, 2.499366, 1.002989 
-0.506738, -0.029594, 0.999049, 2.499376, 0.998849 
-0.504782, -0.024561, 0.994917, 2.499548, 0.994770 
-0.502726, -0.013116, 0.991589, 2.499847, 0.991537 
-0.500655, -0.001220, 0.989934, 2.500100, 0.989964 
-0.498611, 0.008974, 0.990312, 2.500262, 0.990395 
-0.496594, 0.017488, 0.992541, 2.500358, 0.992655 
-0.494608, 0.023991, 0.996112, 2.500412, 0.996244 
-0.492645, 0.029106, 1.000352, 2.500439, 1.000494 
-0.490708, 0.032780, 1.004522, 2.500449, 1.004668 
-0.488796, 0.034930, 1.007886, 2.500452, 1.008033 
-0.487315, 0.010492, 1.009638, 2.500312, 1.009740 
-0.485743, -0.008125, 1.010125, 2.500003, 1.010127 
-0.484089, -0.021653, 1.009155, 2.499667, 1.009050 
-0.482352, -0.029958, 1.006771, 2.499405, 1.006581 
-0.480491, -0.030557, 1.003183, 2.499365, 1.002977 
-0.478612, -0.029480, 0.999037, 2.499377, 0.998837 
-0.476655, -0.024412, 0.994906, 2.499550, 0.994760 
-0.474599, -0.012991, 0.991582, 2.499848, 0.991531 
-0.472528, -0.001144, 0.989931, 2.500100, 0.989961 
-0.470485, 0.009026, 0.990312, 2.500263, 0.990395 
-0.468473, 0.017083, 0.992538, 2.500360, 0.992653 
-0.466484, 0.023771, 0.996109, 2.500415, 0.996242 
-0.464521, 0.029029, 1.000349, 2.500442, 1.000492 
-0.462582, 0.032811, 1.004519, 2.500452, 1.004665 
-0.460670, 0.035038, 1.007883, 2.500454, 1.008031 
-0.459191, 0.010409, 1.009635, 2.500312, 1.009737 
-0.457619, -0.008293, 1.010123, 2.500000, 1.010125 
-0.455964, -0.021715, 1.009157, 2.499663, 1.009050 
-0.454226, -0.029885, 1.006775, 2.499404, 1.006584 
-0.452364, -0.030435, 1.003189, 2.499365, 1.002983 
-0.450485, -0.029367, 0.999045, 2.499376, 0.998845 
-0.448529, -0.024344, 0.994915, 2.499548, 0.994767 
-0.446473, -0.012987, 0.991588, 2.499846, 0.991536 
-0.444403, -0.001153, 0.989931, 2.500100, 0.989961 
-0.442365, 0.008472, 0.990302, 2.500261, 0.990385 
-0.440350, 0.016752, 0.992520, 2.500362, 0.992636 
-0.438360, 0.023618, 0.996086, 2.500418, 0.996220 
-0.436395, 0.029021, 1.000325, 2.500445, 1.000469 
-0.434455, 0.032930, 1.004498, 2.500455, 1.004645 
-0.432542, 0.035211, 1.007869, 2.500457, 1.008017 
-0.431065, 0.010409, 1.009627, 2.500313, 1.009729 
-0.429493, -0.008235, 1.010126, 2.499999, 1.010127 
-0.427837, -0.021532, 1.009169, 2.499662, 1.009062 
-0.426098, -0.029673, 1.006796, 2.499403, 1.006605 
-0.424237, -0.030258, 1.003217, 2.499364, 1.003011 
-0.422359, -0.029267, 0.999074, 2.499374, 0.998873 
-0.420403, -0.024363, 0.994940, 2.499544, 0.994792 
-0.418349, -0.013098, 0.991602, 2.499842, 0.991549 
-0.416285, -0.001900, 0.989929, 2.500092, 0.989957 
-0.414244, 0.007984, 0.990279, 2.500260, 0.990362 
-0.412227, 0.016477, 0.992482, 2.500365, 0.992598 
-0.410236, 0.023523, 0.996039, 2.500423, 0.996175 
-0.408269, 0.029099, 1.000279, 2.500450, 1.000424 
-0.406328, 0.033094, 1.004460, 2.500459, 1.004608 
-0.404415, 0.035432, 1.007846, 2.500461, 1.007996 
-0.402937, 0.010655, 1.009622, 2.500316, 1.009724 
-0.401364, -0.007873, 1.010139, 2.500001, 1.010141 
-0.399708, -0.021158, 1.009200, 2.499665, 1.009094 
-0.397970, -0.029356, 1.006842, 2.499405, 1.006651 
-0.396109, -0.030047, 1.003271, 2.499364, 1.003065 
-0.394232, -0.029197, 0.999130, 2.499370, 0.998928 
-0.392279, -0.024470, 0.994986, 2.499537, 0.994836 
-0.390233, -0.014089, 0.991632, 2.499825, 0.991575 
-0.388166, -0.002597, 0.989926, 2.500086, 0.989953 
-0.386123, 0.007533, 0.990247, 2.500260, 0.990329 
-0.384104, 0.016241, 0.992427, 2.500368, 0.992544 
-0.382110, 0.023507, 0.995972, 2.500428, 0.996108 
-0.380142, 0.029199, 1.000211, 2.500455, 1.000357 
-0.378201, 0.033284, 1.004402, 2.500465, 1.004552 
-0.376287, 0.035682, 1.007808, 2.500466, 1.007958 
-0.374808, 0.011085, 1.009605, 2.500319, 1.009708 
-0.373234, -0.007390, 1.010145, 2.500005, 1.010148 
-0.371578, -0.020698, 1.009228, 2.499669, 1.009123 
-0.369840, -0.028971, 1.006888, 2.499408, 1.006698 
-0.367981, -0.029786, 1.003330, 2.499364, 1.003124 
-0.366106, -0.029091, 0.999192, 2.499367, 0.998989 
-0.364159, -0.025085, 0.995045, 2.499521, 0.994891 
-0.362115, -0.014929, 0.991671, 2.499810, 0.991611 
-0.360046, -0.003180, 0.989936, 2.500080, 0.989962 
-0.358000, 0.007181, 0.990230, 2.500261, 0.990313 
-0.355979, 0.016135, 0.992392, 2.500372, 0.992509 
-0.353984, 0.023528, 0.995929, 2.500432, 0.996066 
-0.352016, 0.029324, 1.000168, 2.500460, 1.000315 
-0.350073, 0.033490, 1.004369, 2.500469, 1.004520 
-0.348159, 0.035914, 1.007791, 2.500471, 1.007943 
-0.346678, 0.011471, 1.009606, 2.500322, 1.009710 
-0.345104, -0.006954, 1.010162, 2.500009, 1.010166 
-0.343448, -0.020268, 1.009260, 2.499673, 1.009156 
-0.341711, -0.028597, 1.006930, 2.499412, 1.006741 
-0.339857, -0.029520, 1.003383, 2.499352, 1.003178 
-0.337981, -0.029179, 0.999233, 2.499360, 0.999028 
-0.336037, -0.025483, 0.995073, 2.499509, 0.994917 
-0.333996, -0.015557, 0.991677, 2.499797, 0.991614 
